text,pseudo_label
"Statement: The American people say, dont touch Social Security, dont touch Medicare, dont cut defense. Thats 84 percent of the federal budget.
Speaker: kent-conrad (democrat party)
Topic: federal-budget,medicare,military,social-security,abc-news-week

Analysis: While elements of the law that took effect in 2010 have prompted private insurers to stop selling child-only policies, the state continues to offer a viable option for parents in the form of KidCare. For parents who are laid off or low-income, the KidCare rates are inexpensive. And children with pre-existing conditions can also seek enrollment in the new Pre-Existing Condition Insurance Plan (PCIP) created by the federal law-- though the rates are higher. Without private insurers participating, the choices for parents have certainly been reduced. But eliminated, as Scott said",1
"Statement: Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.
Speaker: mike-scott (republican party)
Topic: congress,drugs

Analysis: Not including the Medicaid dollars ignores a critical fact that would give the listener a different impression.",1
"Statement: Many of the great scholars say that anchor babies are not covered by the 14th Amendment.
Speaker: donald-trump (republican party)
Topic: immigration

Analysis: Ingraham said Congress had adjourned earlier this year than in any time in ""Congressional history before an election. ""Technically, Congress is in recess and hasnt adjourned. But setting that aside, the record shows that in 1960, Congress adjourned and ended its session Sept.  1 -- more than two weeks before the current Congress took its recess.",0
"Statement: On the Trans-Pacific Partnership.
Speaker: pat-toomey (republican party)
Topic: trade

Analysis: We need not take up the last part of his sentence -- that the money would come from countries like China or others who dont like the United States very much. But for the record, the Pentagon said last year that it does not view Chinas holding of United States debt as a threat. Maags instincts tell him he is right.",1
"Statement: Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.
Speaker: national-rifle-association (none party)
Topic: guns

Analysis: But the 2008 state platform doesn't address same-sex marriage while the national platform backs equal protections for same-sex couples with no reference to marriage. Mercer accurately tallied Tuggey's donations to Democrats, but made sweeping judgments unsupported by facts.",0
"Statement: Texans spend $2.5 billion gambling in our neighboring states every year.
Speaker: texans-economic-development (none party)
Topic: gambling

Analysis: But, Nye didnt vote ""against"" anything. He voted for House consideration to proceed on the Disclose Act. It is far-fetched to make such a sweeping conclusion based on a procedural vote.",0
"Statement: Texas has outstripped the national poverty rate since at least 1959.
Speaker: bee-moorhead (democrat party)
Topic: economy,poverty,states

Analysis: The vast majority of photographs show Obama dressed in a jacket in the Oval Office, even though fashion experts agreed that generational norms have shifted, making jackets less essential, and less expected, in such settings. It's clear that Reagan's customary dress -- relaxed only on weekends -- was a suit and tie. But Langone's use of the word ""never"" overstated the case. In our rulings, words matter.",0
"Statement: Weve had Muslims in America since George Washington.
Speaker: hillary-clinton (democrat party)
Topic: history,immigration

Analysis: Obama said that the sequester -- and the defense cuts that would result from it -- was not his proposition. ""It is something that Congress has proposed,"" he said in the debate. But it was Obamas negotiating team that came up with the idea for defense cuts in 2011, though they were intended to prod Congress to come up with a better deal for reining in the deficit, not as an effort to make those cuts reality. Meanwhile, members of both parties in Congress voted for the legislation that set up the possibility of sequestration. Obamas position is that Congress should now act to avoid those across-the-board cuts. Obama cant rightly say the sequester isnt his, but he did need cooperation from Congress to get to this point.",1
"Statement: Says Bernie Sanders opposes requiring all children to have a K-12 education.
Speaker: viral-image (none party)
Topic: education

Analysis: Our rating Baldwin said ""over 32,000 people die from #GunViolence every year. Yet, @CDCgov is banned from researching ways to prevent this. ""On the research ban, while the language from the Dickey Amendment does not explicitly ban the agency from conducting research, its interpretation effectively banned the practice.",0
"Statement: As Alaskas attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.
Speaker: dan-sullivan (republican party)
Topic: candidates-biography,crime,criminal-justice,guns,job-accomplishments

Analysis: Santorum said Obama has tried to ""nationalize curriculum. ""Santorum appears to be adopting an argument from critics of the Common Core standards. For starters, the discussion about common standards pre-dates Obama. Although the vast majority of states have adopted those standards, they are voluntary. The states dont have to adopt the Common Core standards to apply for Race to the Top grants or waivers from No Child Left Behind, although thats been the preferred route so far. Finally, its important to note that standards arent the same as curriculum. States can agree on a standard about multiplication or reading but create different curriculums to teach those skills. Santorum has oversimplified a complex topic and fed into the generic ""federal takeover"" argument. PolitiFact Florida is partnering with 10 News for the election.",0
"Statement: To abide by Environmental Protection Agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle.
Speaker: marco-rubio (republican party)
Topic: environment,market-regulation,water

Analysis: Homeowners who do want to retrofit their homes can do so voluntarily and with the help of government funding. Nonetheless, this e-mail keeps making the rounds, even though it has been debunked by PolitiFact, Snopes. com, and FactCheck. org. There's plenty of debate about the overall bill, which was passed by the House in 2009 on a largely partisan vote and is stalled in the Senate. But there's no debate among the fact checkers, and we invite readers to check one of these sites before blindly forwarding such messages to others.",1
"Statement: Says his political opponents brought 100,000 protesters into our state.
Speaker: scott-walker (republican party)
Topic: government-regulation,job-accomplishments,labor,state-budget,unions,workers

Analysis: New York City's economy, in fact, was about three and a half times the size of Greece's in 2008. Just to be sure, we also compared statistics for GDP adjusted by ""purchasing power parity"" -- a tweak that eliminates distortions based on the relative value of currencies and the local costs of commodities. The adjusted GDP for Greece is $330 billion, which is smaller than Greece's unadjusted GDP, but only by a modest amount. (The adjusted GDP uses the U. S.  as its yardstick for comparison, so its GDP number does not change.",0
"Statement: Rural schools ""face the highest dropout rates, the lowest college enrollment rates, have the lowest average teacher salaries...""
Speaker: john-edwards (democrat party)
Topic: education

Analysis: This month, he said, he plans to appear at an Oct.  21 candidate forum hosted by the Spirit of Freedom Republican Women PAC in Sugar Land. Our take: Dewhurst did not appear at nine forums, eight of them after the night he announced his candidacy. But its a mite questionable to say he outright skipped the events. In most cases, his campaign said beforehand Dewhurst wasnt going to appear.",0
"Statement: How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They dont.
Speaker: hillary-clinton (democrat party)
Topic: immigration

Analysis: In rating Conrad's statement, his numbers are definitely off. Social Security, Medicare and defense spending are not 84 percent of the budget, they're closer to 54 percent. Conrad may have known what he was talking about -- just the manadatory spending -- but we're not sure the average listener would. Still, his overall point is correct: Medicare, Social Security and defense represent huge parts of the budget, more than half, and it's difficult if not impossible to balance the budget if these three items are off the table.",0
"Statement: The White House promised us that all the spending would keep unemployment under 8 percent.
Speaker: michele-bachmann (republican party)
Topic: economy,stimulus

Analysis: In a Facebook post vowing to advocate for Radels replacement, Scott said, ""The sad reality is that Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress. ""Radel was convicted of misdemeanor cocaine possession in Washington. If he had been charged in Florida he would have faced a felony. Under the unlikely scenario that Radels future career plans include applying for a job as a Lee County school bus driver, the districts policies state that it wont hire anyone currently on probation or who pleaded guilty to a misdemeanor drug charge within the past five years, or a felony drug charge in the past decade. Radels future as a congressman may be in the hands of the voters of Southwest Florida. But Scott is correct that Radels drug conviction has put the brakes on him becoming a bus driver.",0
"Statement: Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.
Speaker: tom-nelson (democrat party)
Topic: retirement,social-security,taxes

Analysis: Trump said, ""Many of the great scholars say that anchor babies are not covered"" by the 14th Amendment. There are respectedacademics who argue that the 14th Amendment allows but does not require children of illegal immigrants to receive citizenship just by virtue of having been born on American soil. However, this is a minority of immigration and constitutional law scholars, far outweighed by those who believe the 14th Amendment requires birthright citizenship for children of illegal immigrants.",1
"Statement: Alaska Sens. Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together.
Speaker: mark-begich (democrat party)
Topic: bipartisanship,voting-record

Analysis: While experts say voting in favor of the Trade Promotion Authority legislation wasnt necessarily a symbolic vote of confidence in the TPP, the final outcome was that the TPP couldnt have happened without it. In addition, Toomey -- who has been largely pro-trade in the past -- was interviewed on MSNBC last year and supported a trade deal, not just the TPA, which was a procedural vote in Congress. Asked multiple times during the interview, Toomey touted the benefits of a trade deal and didnt temper his feelings by saying hed reserve judgement on the TPP until negotiations wrapped up. He only says now, while hes up for re-election, that he wanted to wait to decide on whether or not he supported TPP.",0
"Statement: Texas #2 in nation for new gun purchases, behind California.
Speaker: greg-abbott (republican party)
Topic: guns

Analysis: At the Democratic presidential debate in Philadelphia on April 16, 2008, Obama said: ""I have never favored an all-out ban on handguns. ""Furthermore, as a state legislator and U. S.  senator, Obama has had plenty of opportunity to propose a ban on handguns, and has never done so.",1
"Statement: Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.
Speaker: hillary-clinton (democrat party)
Topic: economy

Analysis: Stephen Reeves, a spokesman for the anti-gambling, Baptist-backed Christian Life Commission, said counting license plates is a poor way of gauging how much Texans spend in casinos. He followed up by email: ""However, if doing so I would suggest that the frequency that a particular car shows up must be taken into account to determine how much money they are spending. "" Our take: The fruit-salad methodology used by the consulting group was not perfect.",0
"Statement: The president gave the (auto) companies to the UAW.
Speaker: mitt-romney (republican party)
Topic: unions

Analysis: Moorhead said Texas has ""outstripped the national poverty rate"" since ""at least 1959. ""Available poverty rates for select years through 1979 and for 1980 through 2014 back up this statement. Yet poverty rates dont appear to be available for many earlier years. Also, a new supplemental poverty measure makes a case for the same share of Texans and Americans lately living in poverty provided regional differences in housing costs are factored in.",0
"Statement: The richest 80 people in the world own more wealth than the bottom half of the global population.
Speaker: bernie-s (independent party)
Topic: economy,poverty

Analysis: Clinton said, ""We've had Muslims in America since George Washington. ""History scholars, studies and information from the Library of Congress say Muslims have been in the United States for hundreds of years, certainly dating back to Washington. Though Muslims were brought to America as slaves from Africa, experts believe many were not able to freely practice their religion. The Founding Fathers eventually outlined freedom of religion, among other rights.",1
"Statement: In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.
Speaker: michele-bachmann (republican party)
Topic: health-care

Analysis: A chart on the Internet said that Sanders does not support ""requiring all children to have a K-12 education.",0
"Statement: Earth has not warmed for the last 17 years.
Speaker: patrick-moore (none party)
Topic: climate-change,environment

Analysis: A recent radio adsaid, ""As Alaskas Attorney General, Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.  "" We couldnt find any public proof of his support, and multiple attorneys under him spoke out against the law. Even if he had publicly shown support for ""stand your ground,"" he wasnt in a position to push the legislation forward when the law finally passed in 2013.",0
"Statement: Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.
Speaker: john-kerry (democrat party)
Topic: environment

Analysis: A new final rule -- currently on hold due to lawsuits -- does seek to clarify what types of bodies of water the EPA can oversee through the Clean Water Act. But the rule explicitly excludes puddles, along with most ditches and ornamental bodies of water. In addition, the key factor for determining Clean Water Act jurisdiction is how connected a body of water is, not how big or small it is. To the extent that a puddle, or something slightly larger, shouldnt be a ""significant"" contributor to bigger, navigable waters located far away -- a standard set by the 2006 Supreme Court decision -- it should not be subject to regulation under the new rule.",1
"Statement: Even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.
Speaker: marco-rubio (republican party)
Topic: health-care,unions

Analysis: Our rating Walker said his political opponents ""brought 100,000 protesters into our state. ""In early 2011, tens of thousands of protesters -- and perhaps as many as 100,000 on some days -- participated in daily demonstrations near the state Capitol to protest Walkers collective bargaining reform law.",0
"Statement: While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.
Speaker: chris-abele (none party)
Topic: labor,state-budget

Analysis: But Edwards is right when he says that rural schools have the lowest college enrollment rates in the country. Only 27 percent of students coming from rural schools enrolled in college in 2004-05, according to the report, well below the 37 percent rate in cities and suburbs, and lower than the 32 percent in towns. And he also has it right on teacher pay. The federal report is pretty clear: ""Public school teachers in rural areas earned, on average, lower salaries in 2003-04 than their peers in towns, suburbs and cities.",1
"Statement: 21-million Americans could have a four-year college scholarship for the money we've squandered in Iraq. 7.6-million teachers could have been hired last year if we weren't squandering this money.
Speaker: mike-gravel (libertarian party)
Topic: iraq

Analysis: Clinton said, ""How do Jeb Bush and Donald Trump differ on immigration?Bush and Trump agree in some areas, including getting rid of Obamas executive action. Both also call for a pathway to legal status and not citizenship, although Bush in the past has spoken in favor of citizenship. But in many other areas they disagree. Trump calls for mass deportation, ending birthright citizenship and building a wall between Mexico and the United States, all major policy changes that Bush has denounced.",0
"Statement: Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.
Speaker: james-langevin (democrat party)
Topic: economy,energy,environment

Analysis: In short, it was an economic projection with warnings of a high margin for error, not a take-it-to-the-bank pledge of an upper limit on unemployment.",1
"Statement: Federal law requires residents to participate in the U.S. governments American Community Survey.
Speaker: us-census-bureau (none party)
Topic: census,economy,housing,population

Analysis: Thats support for Biggs approach to Social Security, but its short of Gallagher proposing a plan to change Social Security that explicitly cuts benefits for two-thirds of the beneficiaries. Our rating Nelson said: ""Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors. ""Gallagher has not made a proposal on Social Security that would cut the benefits of two-thirds of the recipients. However, he has praised a proposal that would make those cuts, saying he is most influenced on Social Security by the proposals author.",1
"Statement: I deployed the Texas National Guard to the Texas-Mexico border. And the policy worked; apprehensions at the border declined 74 percent.
Speaker: rick-perry (republican party)
Topic: crime,criminal-justice,immigration

Analysis: A Begich campaign radio ad said, ""Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together. ""We found they had voted together 80 percent of the time. However, this statistic is based on the last six months, and Begich has served with Murkowski since 2009. The pair does, though, have a history of voting together more often than not -- about 60 percent of all votes since 2009 -- and the ad said ""as much as 80 percent.",1
"Statement: Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.
Speaker: newt-gingrich (republican party)
Topic: candidates-biography

Analysis: Abbott said: ""Texas #2 in nation for new gun purchases, behind CALIFORNIA. ""Hold fire: The FBI counsels against using requests for instant background checks to estimate gun purchases, which was Abbotts basis for his statement. Besides that, Texas ranked third behind Kentucky and California in the number of checks requested for gun purchases through the first 10 months of 2015. Adjust for population and among the 10 states with the most requested background checks, Texas tied with Florida for 8th place with both states and seven others accounting for more per-capita requests for background checks than California.",0
"Statement: Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""
Speaker: barack-obama (democrat party)
Topic: health-care

Analysis: Increased competition from cheap foreign labor is squeezing U. S.  factory workers and costing jobs, while wages have not kept pace with rising energy and health care prices, several studies say, including the 2006 State of Working America by the Economic Policy Institute, a nonpartisan advocate for the poor. Productivity indeed is up about 18 percent since 2000, but income is down, and nearly 5-million more people are living in poverty than at the height of the last business cycle in 2000, government statistics show. ""All of that paints more of a picture about what individual households are seeing and reacting to,"" said Aviva Aron-Dine, a policy analyst for the Center on Budget Policy and Priorities, a nonpartisan advocacy group for the poor. Clinton accurately portrays the economic challenges facing Americans - and the next president - as she campaigns.",0
"Statement: After a federal inquiry corroborated Hillary Clinton on Whitewater, the next day, there was nothing in the media about it.
Speaker: bill-clinton (democrat party)
Topic: candidates-biography,history

Analysis: Romney, in the debate, said ""the president gave the (auto) companies to the UAW. ""The reality is Obama was in charge of a bailout deal that resulted in the unions health care trust owning stock in Chrysler and GM. But the trust was owed money to pay for health care under the terms of labor contracts the car companies signed. And the union ""gave"" plenty too -- in the form of wages, vacation and job security. In that light, the arrangement was a tradeoff, not a giveaway. The trust that manages health benefits for retirees is the stockholder, and it is independent from the UAW. It is not a majority shareholder in either company, nor does it have a vote on the board.",0
"Statement: The Democratic Party is the oldest continuous political party in the world.
Speaker: tim-kaine (democrat party)
Topic: history

Analysis: Sanders said that 80 people own as much as half the worlds population. The statement was in line with the latest Oxfam report available at the time Sanders spoke. The Oxfam analysis was based on a report from Credit Suisse and the Forbes list of billionaires. The exact number of billionaires might well be different from the 80 that Sanders said, or the 62 that Oxfam said more recently. But out of world population of 7 billion, it makes little difference if the tally were 160. It still represents a tiny sliver of a percentage of the people in the world. The statement is accurate but needs additional information.",0
"Statement: The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.
Speaker: david-miliband (none party)
Topic: economy,immigration,jobs

Analysis: So  we'll get out the lighter (after we wash our hands! )and set the Truth-O-Meter  ablaze.",1
"Statement: Under the health care law, everybody will have lower rates, better quality care and better access.
Speaker: nancy-pelosi (democrat party)
Topic: health-care

Analysis: Moore said the whole theory of climate change is called into question because ""it has not warmed for the last 17 years. ""However, both 2005 and 2010 were warmer than 1998. Moores statement alone ignores that the first decade of the 21st century was the warmest on record. And Moore is cherry-picking a timeframe to support his argument by starting at an extremely warm year. Global surface temperatures have risen, for instance, if you started at 1999, 1996, or any year before that.",0
"Statement: Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""
Speaker: john-mccain (republican party)
Topic: job-accomplishments

Analysis: In September 2007, she created a ""climate change subcabinet"" to prepare a state strategy to respond to global warming. In a report to Alaskans in July, Palin wrote that the subcabinet ""will also be making recommendations to me on how Alaskans can save energy and reduce their greenhouse gas emissions. ""Palin's nod to a reduction in greenhouse gas emissions in the context of global warming would suggest she's not entirely closed off to the idea that the two are related. Still, Palin's Aug.  29 statement was pretty clear: she doesn't attribute global warming to man-made causes, despite a broad, global scientific consensus that human activity is responsible for climate change.",0
"Statement: All members of Congress are required to be in Obamacare, but Obama and members of his administration have their own gold-plated health care plans that theyre in.
Speaker: sean-duffy (republican party)
Topic: congress,government-regulation,health-care

Analysis: Rubio said that ""even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law. ""He has a point that the National Treasury Employees Union has asked its members to oppose efforts to force its members into the exchanges created by Obamas health care law. But he ignores a lot of context that would give a listener a different impression. The unions quarrel is not with Obamacare itself, but rather with efforts by the laws opponents to uproot federal employees from their longstanding health plans, a change the union views as punitive. By contrast, Obamacare was written to keep as many Americans as possible on their existing insurance plans, with the exchanges envisioned as a way for people without insurance or with inadequate insurance to purchase a plan.",0
"Statement: Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.
Speaker: winning-democrats (democrat party)
Topic: health-care,medicare

Analysis: By the numbers, Abele is correct that the changes the county made under Act 10 reforms did not completely make up for the lost revenue. But the county failed to take full advantage of Walkers law.",0
"Statement: Health insurance companies deny 1 out of 5 treatments prescribed by doctors.
Speaker: health-care-america-now (none party)
Topic: health-care

Analysis: The U. S.  Department of Education reports the average teacher salary was $47,750 in 2005, the most recent year available. That produces a total of $363-billion, well below the lowest estimate. The Congressional Budget Office conservatively estimates the entire bill for the Iraq war since 2001 is $413-billion. The Congressional research did its own calculation to show that the price tag to date is $450. 4-billion.",0
"Statement: The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.
Speaker: steve-cohen (democrat party)
Topic: infrastructure

Analysis: Langevin may have thought he misspoke, but he actually had the larger trend right. (Get updates from PolitiFact Rhode Island on Twitter: @politifactri.",1
"Statement: Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts.
Speaker: hillary-clinton (democrat party)
Topic: energy

Analysis: The bureau said federal law requires U. S.  residents to answer the ACS. Federal law mandates as much, but the bureau also doesn't seek to penalize individuals who fail to participate. The reality appears to be that recipients can refuse to comply.",0
"Statement: Rhode Island could tell you who has a camper, but we couldnt figure out who has a gun.
Speaker: linda-finn (democrat party)
Topic: guns,market-regulation

Analysis: Perry said: ""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent. ""His statistic holds up, but Perry didnt provide nor did we find proof the decrease resulted from the Texas surge. To be specific, Border Patrol apprehensions in the targeted part of the border region declined more than 70 percent through the second half of 2014. Unproven, however, is why that happened--and Perrys statement crediting the Texas deployment ignored potentially substantive factors such as the Border Patrol staffing up, Mexico cracking down and, perhaps, a typical summer-to-winter flux. Proving the ""policy worked"" also is hindered by a lack of consensus on how to measure border security. This weakness similarly would apply, say, if President Barack Obama said the drop in apprehensions showed administration policies worked.",1
"Statement: Says the United States does not trade as much as other developed nations.
Speaker: rob-portman (republican party)
Topic: economy,trade

Analysis: Clinton's approval ratings dropped below 50 percent four months into his presidency, falling even further during his first year in office to the high 30s. There were a few more ups and downs during his first term, but he won re-election in 1996 and finished his term in 2001 with approval ratings above 60 percent, despite being impeached by the House of Representatives after a sex scandal. Make of all this what you will. We've looked into Gingrich's statement and found that he is correct.",0
"Statement: A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state employment commission reinstated the person.
Speaker: scott-walker (republican party)
Topic: criminal-justice,labor,legal-issues,unions,workers

Analysis: But currently it includes a mandate only for children. Obama has said that he did not include a mandate for adults so as not to penalize people with modest incomes. It remains to be seen whether Obama's plan will actually be able to achieve the cost savings it promises for the health care system. But people who want to keep their current insurance should be able to do that under Obama's plan.",0
"Statement: If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.
Speaker: barack-obama (democrat party)
Topic: energy

Analysis: Bill Clinton said thatafter a federal inquiry substantially clearedHillary Clintonon the Whitewater scandal, ""The next day, there was nothing in the media about it. While the former president might technically be correct  after the Dec.  13 report was sent to Congress, nothing appeared in the papers the following day  there was some amount of press coverage over the following week and a half, including a discussion of why that press coverage was not more amplified, a discussion that Clinton himself acknowledges in his autobiography. Additionally, there had been substantial press coverage of the findings of a preliminary report once the media managed to obtain information from it.",0
"Statement: Says U.S. Senate rival Eric Hovde refused to pay his property taxes until he was taken to court.
Speaker: tommy-thompson (republican party)
Topic: city-government,government-regulation,message-machine-2012,taxes

Analysis: But it was not until the Great Reform Act of 1867 that Britain began to develop modern parties in the sense that a broader swath of the electorate was able to participate. Our rating Kaine said that the Democratic Party is ""the oldest continuous political party in the world. ""The political parties that developed in the United States were the first modern political parties in the sense that they drew broader representation from the general electorate than their predecessors in other nations. In the U. S. , the Democratic Party is older than the Republican Party.",0
"Statement: Ted Cruz was the longest-serving solicitor general in the history of Texas.
Speaker: jerry-falwell (none party)
Topic: candidates-biography,legal-issues

Analysis: Miliband said,""The major immigration issue was about Poles, and Bulgarians, and Romanians,"" and that they werent contributing economically. ""The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits. ""The official government numbers back him up. The most recent data we found had Poles with a 3. 5 percent rate,compared to 5 percent for the nation as a whole. The gap has been consistent for at least several years.",0
"Statement: Today, home sales are up nearly 50 percent from where they were in the worst of the crisis.
Speaker: barack-obama (democrat party)
Topic: housing

Analysis: House Minority Leader Nancy Pelosi said ""Everybody will have lower rates, better quality and better access. ""But even the study that Pelosis staff cited as the source of that statement suggested that some people would pay more for health insurance. Analysis at the state level found the same thing. The general understanding of the word ""everybody"" is every person. The predictions dont back that up.",0
"Statement: Polls on legalizing same-sex marriage are not dramatically changing.
Speaker: julaine-appling (none party)
Topic: gays-and-lesbians,marriage

Analysis: But technically, there is no ruling army to surrender to, which is really what a white flag means. Clinton just wants the troops to come home. So McCain is right when he says Clinton is advocating withdrawal from Iraq. But he uses a highly charged term that somewhat overstates the conditions to which she's referring to end U. S.  involvement in Iraq.",1
"Statement: The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.
Speaker: sarah-palin (republican party)
Topic: elections,ethics

Analysis: Our rating Duffy said: All members of Congress are required to be in Obamacare, but Obama and members of his administration ""have their own gold-plated health care plans that they're in. ""Members of Congress will have to buy their health insurance from marketplaces created as part of the health reform law, while the president and members of his administration can keep the coverage they get from the federal government. But the federal offerings are roughly comparable to what Congress can buy in the marketplaces, not vastly superior.",1
"Statement: In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""
Speaker: ron-wyden (democrat party)
Topic: health-care

Analysis: Winning Democrats said Price wants to phase out Medicare by summer 2017. Price favors an overhaul of Medicare, but the phrase ""phase out"" is too strong and gives readers the specific impression Medicare wont exist under Price. Medicare will exist, and Prices preferred plan for its future is laid out in detail in the 2017 Fiscal Year Budget Resolution.",1
"Statement: New Mexico is the second Hollywood because of tax incentives for the film industry.
Speaker: gary-johnson (libertarian party)
Topic: economy,new-hampshire-2012,taxes

Analysis: The independent state agency that collected the  data used in the nurses' study has raised significant doubt on the group's  interpretations of that data. Many ""denials"" that were counted were not really  what most people would consider a denial. And studies by other groups show much  lower denial rates.",0
"Statement: Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.
Speaker: marco-rubio (republican party)
Topic: science,technology

Analysis: nan",1
"Statement: Says that in Texas, Republican nominees get 40 percent of the Latino vote on average.
Speaker: karl-rove (republican party)
Topic: elections

Analysis: To do that kind of a calculation, over so many years, one would have to account for changing tax laws, inflation, income changes, energy use, driving patterns, what people bought, even the weather. In short, it's not a number that is tracked by the Energy Information Administration or the Tax Policy Center. Maybe the Clinton campaign did all of that, but if so they're not sharing it with us. We're left with somewhat accurate numbers from Clinton (judging by one report) that tell only part of the story of energy costs vs.  tax savings.",0
"Statement: Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.
Speaker: barack-obama (democrat party)
Topic: health-care

Analysis: State Rep.  Linda Finn, D-Middletown, said, ""Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun. ""Finn is right in that there is no central registry accessible to authorities for all guns or gun owners in Rhode Island. However, there is a subset of thousands of people who have permits to carry weapons that is maintained by the Department of Attorney General or by local police. Its far from a complete list of every gun or gun owner and the police can access it only on a case-by- case basis.",0
"Statement: Says Oregons political tax credit is something every state should have and no other state does.
Speaker: kari-chisholm (democrat party)
Topic: taxes

Analysis: Portmans statement was made to bolster of a point of view. But economists say that Portmans measure -- exports as a percentage of GDP -- is valid and useful.",0
"Statement: The United States doesnt have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.
Speaker: john-lott (none party)
Topic: guns

Analysis: Mayor Tom Barrett says every general City of Milwaukee employee ""pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not. ""State Rep.  Dale Kooyenga says the University of Wisconsin System ""is larger than any business in the state of Wisconsin.",1
"Statement: President Barack Obamas policies have resulted in gas prices being reduced from $3.07 per gallon when he was sworn in in 2009 to $2.30 today.
Speaker: bobby-scott (democrat party)
Topic: energy,job-accomplishments

Analysis: ""It's not correct to say that we can specify where we buy our oil,"" Schipper said. ""Oil goes into one big world barrel. ""Obama's comment ""if we import zero oil from the Middle East, that means the gas prices are going to go down at the pump"" is a bit of a stretch. Given the volatility of oil prices and the time it, the price at the pump might still go up because of other factors.",0
"Statement: When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.
Speaker: marcy-kaptur (democrat party)
Topic: health-care,message-machine-2012,voting-record

Analysis: Ive paid every tax my whole life. ""Our rating    Thompson stated: ""Hovde refused to pay his property taxes until he was taken to court. ""Hovdes firm didnt refuse to pay property taxes, per se. But it did refuse to pay -- until losing a ruling in court -- penalties that were assessed for having the benefit of paying lower taxes without actually farming land, as required.",1
"Statement: I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.
Speaker: donald-trump (republican party)
Topic: candidates-biography,taxes,transparency

Analysis: That post has been around less than 20 years. Still, Cruz held it more than five years, longer than any of the lawyers who preceded and followed him and outpacing the second-longest holder by about a year.",0
"Statement: The Obama administration willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.
Speaker: special-operations-opsec-education-fund (none party)
Topic: foreign-policy,message-machine-2012,military,nuclear,terrorism

Analysis: Obama said, ""Today, home sales are up nearly 50 percent from where they were in the worst of the crisis. ""The national numbers are largely accurate, although Obamas statement doesnt provide details about pockets of the market still experiencing trouble, nor does it address whether the recovery would have happened regardless of his policies -- although experts say those policies were a factor in the recovery.",0
